Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE Category A staff submitted,4*,3*,2*,1*,unclassified
10007792,University of Exeter,480,B,10,Mathematical Sciences, ,,,Overall,34.6,18,65,17,0,0
10007792,University of Exeter,480,B,11,Computer Science and Informatics, ,,,Overall,10,23,53,22,2,0
10007792,University of Exeter,480,B,15,General Engineering, ,,,Overall,44,26,66,8,0,0
10007792,University of Exeter,480,C,17,"Geography, Environmental Studies and Archaeology",A,Geography and Environmental Studies,,Overall,51.8,31,46,20,3,0
10007792,University of Exeter,480,C,17,"Geography, Environmental Studies and Archaeology",B,Archaeology,,Overall,11.2,24,54,22,0,0
10007792,University of Exeter,480,C,18,Economics and Econometrics, ,,,Overall,24.5,15,57,19,9,0
10007792,University of Exeter,480,C,19,Business and Management Studies, ,,,Overall,49.05,18,55,22,4,1
10007792,University of Exeter,480,C,20,Law, ,,,Overall,14.95,22,63,15,0,0
10007792,University of Exeter,480,C,21,Politics and International Studies, ,,,Overall,24.2,30,54,15,1,0
10007792,University of Exeter,480,C,23,Sociology, ,,,Overall,24.2,23,54,22,1,0
10007792,University of Exeter,480,C,25,Education, ,,,Overall,25.92,44,40,16,0,0
10007792,University of Exeter,480,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,23.3,34,55,11,0,0
10007792,University of Exeter,480,D,27,Area Studies, ,,,Overall,14.54,45,36,18,1,0
10007792,University of Exeter,480,D,28,Modern Languages and Linguistics, ,,,Overall,32,30,35,24,11,0
10007792,University of Exeter,480,D,29,English Language and Literature, ,,,Overall,53.2,35,41,20,4,0
10007792,University of Exeter,480,D,30,History, ,,,Overall,41.53,43,39,18,0,0
10007792,University of Exeter,480,D,31,Classics, ,,,Overall,19,30,45,24,1,0
10007792,University of Exeter,480,D,33,Theology and Religious Studies, ,,,Overall,11.2,21,62,14,3,0
10007792,University of Exeter,480,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,15.86,30,49,16,5,0
10008640,Falmouth University,490,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,24.29,2,22,51,18,7
10008640,Falmouth University,490,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,26.1,12,20,46,14,8
10007145,University of Gloucestershire,500,C,16,"Architecture, Built Environment and Planning", ,,,Overall,8.2,21,50,27,2,0
10007145,University of Gloucestershire,500,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,11.1,7,26,42,24,1
10007145,University of Gloucestershire,500,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,17.6,12,41,43,4,0
10007145,University of Gloucestershire,500,D,29,English Language and Literature, ,,,Overall,9.1,5,28,37,29,1
10007145,University of Gloucestershire,500,D,30,History, ,,,Overall,4.8,5,20,40,35,0
10007145,University of Gloucestershire,500,D,33,Theology and Religious Studies, ,,,Overall,5.3,3,30,52,15,0
10002718,Goldsmiths' College,510,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,33.3,24,54,20,0,2
10002718,Goldsmiths' College,510,B,11,Computer Science and Informatics, ,,,Overall,19.3,15,53,28,4,0
10002718,Goldsmiths' College,510,C,21,Politics and International Studies, ,,,Overall,10.5,7,42,45,6,0
10002718,Goldsmiths' College,510,C,22,Social Work and Social Policy, ,,,Overall,7,11,34,53,2,0
10002718,Goldsmiths' College,510,C,23,Sociology, ,,,Overall,36.95,18,48,33,1,0
10002718,Goldsmiths' College,510,C,24,Anthropology and Development Studies, ,,,Overall,12.5,23,52,18,4,3
10002718,Goldsmiths' College,510,C,25,Education, ,,,Overall,9.5,15,46,36,3,0
10002718,Goldsmiths' College,510,D,29,English Language and Literature, ,,,Overall,22,25,47,22,6,0
10002718,Goldsmiths' College,510,D,30,History, ,,,Overall,10,21,52,27,0,0
10002718,Goldsmiths' College,510,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,31.3,22,46,27,3,2
10002718,Goldsmiths' College,510,D,35,"Music, Drama, Dance and Performing Arts",A,Music,,Overall,14.1,43,33,22,2,0
10002718,Goldsmiths' College,510,D,35,"Music, Drama, Dance and Performing Arts",B,Theatre and performance,,Overall,11,14,43,38,5,0
10002718,Goldsmiths' College,510,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,21,55,33,12,0,0
10007146,University of Greenwich,520,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Pharmacy,(joint submission with University of Kent),Overall,2,23,58,12,0,7
10007146,University of Greenwich,520,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Allied Health Professions and Nursing,,Overall,9.6,5,52,43,0,0
10007146,University of Greenwich,520,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,11.5,8,23,63,1,5
10007146,University of Greenwich,520,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,23.5,21,34,39,6,0
10007146,University of Greenwich,520,B,8,Chemistry, ,,,Overall,14.4,2,48,44,6,0
10007146,University of Greenwich,520,B,10,Mathematical Sciences, ,,,Overall,5,8,28,36,20,8
10007146,University of Greenwich,520,B,11,Computer Science and Informatics, ,,,Overall,14.2,9,30,32,29,0
10007146,University of Greenwich,520,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Overall,9,17,57,26,0,0
10007146,University of Greenwich,520,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,12,6,42,37,15,0
10007146,University of Greenwich,520,B,15,General Engineering, ,,,Overall,14,8,24,61,5,2
10007146,University of Greenwich,520,C,16,"Architecture, Built Environment and Planning", ,,,Overall,6,6,24,54,16,0
10007146,University of Greenwich,520,C,19,Business and Management Studies, ,,,Overall,28.7,7,32,40,17,4
10007146,University of Greenwich,520,C,20,Law, ,,,Overall,8,2,15,33,46,4
10007146,University of Greenwich,520,C,24,Anthropology and Development Studies, ,,,Overall,8.7,6,43,47,2,2
10007146,University of Greenwich,520,C,25,Education, ,,,Overall,10,3,11,49,27,10
10007146,University of Greenwich,520,D,28,Modern Languages and Linguistics, ,,,Overall,3,7,20,53,20,0
10007146,University of Greenwich,520,D,29,English Language and Literature, ,,,Overall,8,9,38,45,8,0
10007146,University of Greenwich,520,D,30,History, ,,,Overall,6.7,4,34,43,19,0
10007146,University of Greenwich,520,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,7.2,7,15,50,28,0
10007825,Guildhall School of Music & Drama,540,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,15.95,21,30,31,8,10
10040812,Harper Adams University,550,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,17,10,46,44,0,0
10007147,University of Hertfordshire,560,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Pharmacy and Pharmacology,,Overall,18.4,10,62,26,1,1
10007147,University of Hertfordshire,560,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Allied Health Professions and Nursing,,Overall,13.9,24,58,12,5,1
10007147,University of Hertfordshire,560,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,12.2,5,50,41,4,0
10007147,University of Hertfordshire,560,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,11.6,10,35,41,14,0
10007147,University of Hertfordshire,560,B,9,Physics, ,,,Overall,33,7,58,34,0,1
10007147,University of Hertfordshire,560,B,11,Computer Science and Informatics, ,,,Overall,27.4,8,38,44,9,1
10007147,University of Hertfordshire,560,B,15,General Engineering, ,,,Overall,14.8,0,57,38,5,0
10007147,University of Hertfordshire,560,C,19,Business and Management Studies, ,,,Overall,14.1,5,15,62,16,2
10007147,University of Hertfordshire,560,D,29,English Language and Literature, ,,,Overall,8,10,43,32,13,2
10007147,University of Hertfordshire,560,D,30,History, ,,,Overall,12,45,40,14,1,0
10007147,University of Hertfordshire,560,D,32,Philosophy, ,,,Overall,9.5,19,47,27,7,0
10007147,University of Hertfordshire,560,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,11.45,7,44,46,3,0
10007147,University of Hertfordshire,560,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,5.3,4,21,58,14,3
10007765,Heythrop College,570,D,33,Theology and Religious Studies, ,,,Overall,15.8,22,40,36,2,0
10007148,University of Huddersfield,590,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,10.2,8,69,23,0,0
10007148,University of Huddersfield,590,A,5,Biological Sciences, ,,,Overall,13,9,20,54,5,12
10007148,University of Huddersfield,590,B,8,Chemistry, ,,,Overall,14.6,3,61,36,0,0
10007148,University of Huddersfield,590,B,9,Physics, ,,,Overall,12,6,35,55,4,0
10007148,University of Huddersfield,590,B,11,Computer Science and Informatics, ,,,Overall,14.4,8,33,44,15,0
10007148,University of Huddersfield,590,B,15,General Engineering, ,,,Overall,34.8,4,47,43,5,1
10007148,University of Huddersfield,590,C,19,Business and Management Studies, ,,,Overall,18.8,11,37,37,15,0
10007148,University of Huddersfield,590,C,22,Social Work and Social Policy, ,,,Overall,41.8,24,42,27,7,0
10007148,University of Huddersfield,590,C,25,Education, ,,,Overall,11.75,13,41,40,6,0
10007148,University of Huddersfield,590,D,29,English Language and Literature, ,,,Overall,16.65,20,53,23,4,0
10007148,University of Huddersfield,590,D,30,History, ,,,Overall,14.25,13,50,37,0,0
10007148,University of Huddersfield,590,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,13.95,14,41,30,15,0
10007148,University of Huddersfield,590,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,17.5,44,41,12,2,1
10007149,University of Hull,620,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,34.3,31,56,12,0,1
10007149,University of Hull,620,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,21.8,13,57,29,0,1
10007149,University of Hull,620,B,8,Chemistry, ,,,Overall,24,12,67,21,0,0
10007149,University of Hull,620,B,11,Computer Science and Informatics, ,,,Overall,14.8,23,30,42,5,0
10007149,University of Hull,620,B,15,General Engineering, ,,,Overall,14.9,9,66,24,0,1
10007149,University of Hull,620,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,34.5,27,43,29,1,0
10007149,University of Hull,620,C,19,Business and Management Studies, ,,,Overall,43.75,6,49,38,7,0
10007149,University of Hull,620,C,20,Law, ,,,Overall,16.25,3,49,43,5,0
10007149,University of Hull,620,C,21,Politics and International Studies, ,,,Overall,19.2,0,37,47,16,0
10007149,University of Hull,620,C,22,Social Work and Social Policy, ,,,Overall,24.5,12,41,40,7,0
10007149,University of Hull,620,C,25,Education, ,,,Overall,13.6,10,25,51,13,1
10007149,University of Hull,620,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,11,5,47,27,21,0
10007149,University of Hull,620,D,29,English Language and Literature, ,,,Overall,29.43,19,45,33,3,0
10007149,University of Hull,620,D,30,History, ,,,Overall,25.1,18,52,25,5,0
10007149,University of Hull,620,D,32,Philosophy, ,,,Overall,7.2,2,29,62,3,4
10007149,University of Hull,620,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,21.15,9,38,44,9,0
10003270,Imperial College London,630,A,1,Clinical Medicine, ,,,Overall,334.18,48,38,13,1,0
10003270,Imperial College London,630,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,54.6,57,34,8,0,1
10003270,Imperial College London,630,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,44.33,50,42,7,1,0
10003270,Imperial College London,630,A,5,Biological Sciences, ,,,Overall,99.55,51,40,8,1,0
10003270,Imperial College London,630,B,8,Chemistry, ,,,Overall,54.9,34,62,4,0,0
10003270,Imperial College London,630,B,9,Physics, ,,,Overall,117.49,35,57,7,1,0
10003270,Imperial College London,630,B,10,Mathematical Sciences, ,,,Overall,100.31,44,47,8,1,0
10003270,Imperial College London,630,B,11,Computer Science and Informatics, ,,,Overall,49.45,56,38,6,0,0
10003270,Imperial College London,630,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Overall,172.8,46,43,10,1,0
10003270,Imperial College London,630,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",A,Electrical and Electronic engineering,,Overall,44.2,49,48,3,0,0
10003270,Imperial College London,630,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",B,Metallurgy and Materials,,Overall,37,44,55,1,0,0
10003270,Imperial College London,630,B,14,Civil and Construction Engineering, ,,,Overall,56.6,47,48,5,0,0
10003270,Imperial College London,630,B,15,General Engineering, ,,,Overall,33.5,44,51,5,0,0
10003270,Imperial College London,630,C,19,Business and Management Studies, ,,,Overall,57.95,49,43,7,1,0
10007767,Keele University,660,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,9.2,36,55,9,0,0
10007767,Keele University,660,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,43.98,42,48,9,0,1
10007767,Keele University,660,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,14.5,12,30,51,7,0
10007767,Keele University,660,A,5,Biological Sciences, ,,,Overall,12.4,11,31,53,5,0
10007767,Keele University,660,B,7,Earth Systems and Environmental Sciences, ,,,Overall,10.2,2,55,41,2,0
10007767,Keele University,660,B,9,Physics, ,,,Overall,10.5,15,55,20,2,8
10007767,Keele University,660,B,10,Mathematical Sciences, ,,,Overall,8,12,59,25,4,0
10007767,Keele University,660,B,11,Computer Science and Informatics, ,,,Overall,5,3,43,44,10,0
10007767,Keele University,660,B,15,General Engineering, ,,,Overall,34.45,20,69,11,0,0
10007767,Keele University,660,C,19,Business and Management Studies, ,,,Overall,18.3,6,39,45,9,1
10007767,Keele University,660,C,20,Law, ,,,Overall,18,26,39,32,3,0
10007767,Keele University,660,C,21,Politics and International Studies, ,,,Overall,13.7,23,36,34,7,0
10007767,Keele University,660,C,22,Social Work and Social Policy, ,,,Overall,30.1,14,60,24,2,0
10007767,Keele University,660,D,29,English Language and Literature, ,,,Overall,13.9,16,55,26,2,1
10007767,Keele University,660,D,30,History, ,,,Overall,12.7,21,61,18,0,0
10007767,Keele University,660,D,32,Philosophy, ,,,Overall,4,16,41,43,0,0
10007767,Keele University,660,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,8,29,38,29,4,0
10007150,University of Kent,670,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,(joint submission with University of Greenwich: A - Pharmacy),Overall,16.3,23,58,12,0,7
10007150,University of Kent,670,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,33.13,23,54,20,2,1
10007150,University of Kent,670,A,5,Biological Sciences, ,,,Overall,24.2,19,69,12,0,0
10007150,University of Kent,670,B,8,Chemistry, ,,,Overall,17,12,66,20,2,0
10007150,University of Kent,670,B,9,Physics, ,,,Overall,5,27,48,25,0,0
10007150,University of Kent,670,B,10,Mathematical Sciences, ,,,Overall,33.08,10,62,28,0,0
10007150,University of Kent,670,B,11,Computer Science and Informatics, ,,,Overall,29.1,18,63,17,2,0
10007150,University of Kent,670,B,15,General Engineering, ,,,Overall,24,11,59,28,1,1
10007150,University of Kent,670,C,16,"Architecture, Built Environment and Planning", ,,,Overall,11.4,26,22,40,12,0
10007150,University of Kent,670,C,18,Economics and Econometrics, ,,,Overall,21.9,4,40,40,16,0
10007150,University of Kent,670,C,19,Business and Management Studies, ,,,Overall,43.3,19,48,31,2,0
10007150,University of Kent,670,C,20,Law, ,,,Overall,43.6,36,43,20,1,0
10007150,University of Kent,670,C,21,Politics and International Studies, ,,,Overall,30.75,16,47,33,4,0
10007150,University of Kent,670,C,22,Social Work and Social Policy, ,,,Overall,54.58,50,38,11,1,0
10007150,University of Kent,670,C,24,Anthropology and Development Studies, ,,,Overall,27.27,11,48,35,5,1
10007150,University of Kent,670,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,11,14,38,42,6,0
10007150,University of Kent,670,D,28,Modern Languages and Linguistics, ,,,Overall,24.7,39,46,15,0,0
10007150,University of Kent,670,D,29,English Language and Literature, ,,,Overall,38.1,34,40,21,5,0
10007150,University of Kent,670,D,30,History, ,,,Overall,31.4,27,43,29,1,0
10007150,University of Kent,670,D,31,Classics, ,,,Overall,12.4,23,43,31,3,0
10007150,University of Kent,670,D,32,Philosophy, ,,,Overall,13.2,18,39,40,3,0
10007150,University of Kent,670,D,33,Theology and Religious Studies, ,,,Overall,7.88,38,37,23,2,0
10007150,University of Kent,670,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,38,39,44,15,2,0
10003645,King's College London,690,A,1,Clinical Medicine, ,,,Overall,136.42,48,45,6,1,0
10003645,King's College London,690,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,23.5,37,49,14,0,0
10003645,King's College London,690,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Dentistry,,Overall,52.95,42,48,9,1,0
10003645,King's College London,690,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Pharmacy and Nutritional Sciences,,Overall,93.93,42,49,8,0,1
10003645,King's College London,690,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",C,Nursing and Palliative Care,,Overall,40.75,43,47,10,0,0
10003645,King's College London,690,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,238.88,47,41,11,1,0
10003645,King's College London,690,A,5,Biological Sciences, ,,,Overall,73.85,30,52,15,1,2
10003645,King's College London,690,B,9,Physics, ,,,Overall,26.6,18,67,14,0,1
10003645,King's College London,690,B,10,Mathematical Sciences, ,,,Overall,43.2,22,55,18,5,0
10003645,King's College London,690,B,11,Computer Science and Informatics, ,,,Overall,46,32,56,12,0,0
10003645,King's College London,690,B,15,General Engineering, ,,,Overall,53.34,38,61,1,0,0
10003645,King's College London,690,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,34.8,30,48,19,2,1
10003645,King's College London,690,C,19,Business and Management Studies, ,,,Overall,36.15,32,50,16,2,0
10003645,King's College London,690,C,20,Law, ,,,Overall,33.88,54,36,10,0,0
10003645,King's College London,690,C,21,Politics and International Studies, ,,,Overall,98.3,34,36,25,5,0
10003645,King's College London,690,C,23,Sociology, ,,,Overall,18.9,29,47,22,0,2
10003645,King's College London,690,C,25,Education, ,,,Overall,36.3,54,35,10,1,0
10003645,King's College London,690,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,13.8,46,42,10,2,0
10003645,King's College London,690,D,28,Modern Languages and Linguistics, ,,,Overall,40.5,26,53,17,3,1
10003645,King's College London,690,D,29,English Language and Literature, ,,,Overall,44.5,45,35,18,2,0
10003645,King's College London,690,D,30,History, ,,,Overall,39.85,44,42,13,1,0
10003645,King's College London,690,D,31,Classics, ,,,Overall,29.9,32,44,23,1,0
10003645,King's College London,690,D,32,Philosophy, ,,,Overall,24.05,44,36,19,1,0
10003645,King's College London,690,D,33,Theology and Religious Studies, ,,,Overall,26,39,37,18,5,1
10003645,King's College London,690,D,35,"Music, Drama, Dance and Performing Arts",A,Music,,Overall,14.6,37,41,18,3,1
10003645,King's College London,690,D,35,"Music, Drama, Dance and Performing Arts",B,Film,,Overall,15,45,42,11,2,0
10003645,King's College London,690,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,33.05,54,26,15,5,0
10003678,Kingston University,720,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,17.22,10,64,25,0,1
10003678,Kingston University,720,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,10,4,39,47,10,0
10003678,Kingston University,720,B,11,Computer Science and Informatics, ,,,Overall,10.2,9,45,44,2,0
10003678,Kingston University,720,B,15,General Engineering, ,,,Overall,14,1,41,48,9,1
10003678,Kingston University,720,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,10,8,30,54,8,0
10003678,Kingston University,720,C,19,Business and Management Studies, ,,,Overall,24.9,19,47,28,5,1
10003678,Kingston University,720,D,29,English Language and Literature, ,,,Overall,22.6,30,31,32,7,0
10003678,Kingston University,720,D,32,Philosophy, ,,,Overall,6.2,24,39,31,6,0
10003678,Kingston University,720,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,23.5,24,47,27,2,0
10007768,Lancaster University,730,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,64.4,39,50,10,1,0
10007768,Lancaster University,730,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,21.7,29,46,24,0,1
10007768,Lancaster University,730,B,7,Earth Systems and Environmental Sciences, ,,,Overall,44.9,32,47,18,3,0
10007768,Lancaster University,730,B,8,Chemistry, ,,,Overall,12,20,62,14,4,0
10007768,Lancaster University,730,B,9,Physics, ,,,Overall,34.95,24,57,18,1,0
10007768,Lancaster University,730,B,10,Mathematical Sciences, ,,,Overall,24.9,40,51,8,0,1
10007768,Lancaster University,730,B,11,Computer Science and Informatics, ,,,Overall,33,36,55,8,1,0
10007768,Lancaster University,730,B,15,General Engineering, ,,,Overall,24.98,17,74,9,0,0
10007768,Lancaster University,730,C,19,Business and Management Studies, ,,,Overall,122.38,41,39,16,3,1
10007768,Lancaster University,730,C,20,Law, ,,,Overall,29.8,28,53,16,3,0
10007768,Lancaster University,730,C,23,Sociology, ,,,Overall,28.75,39,44,16,1,0
10007768,Lancaster University,730,C,25,Education, ,,,Overall,11,25,53,20,2,0
10007768,Lancaster University,730,D,29,English Language and Literature, ,,,Overall,52.97,40,37,20,3,0
10007768,Lancaster University,730,D,30,History, ,,,Overall,19.54,30,52,18,0,0
10007768,Lancaster University,730,D,33,Theology and Religious Studies, ,,,Overall,22.33,42,33,23,2,0
10007768,Lancaster University,730,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,32.2,31,51,15,3,0
10007795,University of Leeds,750,A,1,Clinical Medicine, ,,,Overall,94.2,28,57,13,1,1
10007795,University of Leeds,750,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,26.2,32,50,16,2,0
10007795,University of Leeds,750,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,44.4,37,54,8,1,0
10007795,University of Leeds,750,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,44.05,27,54,18,1,0
10007795,University of Leeds,750,A,5,Biological Sciences, ,,,Overall,60.9,38,45,16,0,1
10007795,University of Leeds,750,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,14.4,30,48,20,2,0
10007795,University of Leeds,750,B,7,Earth Systems and Environmental Sciences, ,,,Overall,79.2,36,54,10,0,0
10007795,University of Leeds,750,B,8,Chemistry, ,,,Overall,34.4,23,72,5,0,0
10007795,University of Leeds,750,B,9,Physics, ,,,Overall,24,25,66,9,0,0
10007795,University of Leeds,750,B,10,Mathematical Sciences, ,,,Overall,53,36,49,15,0,0
10007795,University of Leeds,750,B,11,Computer Science and Informatics, ,,,Overall,24.97,32,54,13,1,0
10007795,University of Leeds,750,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Overall,31.55,30,54,16,0,0
10007795,University of Leeds,750,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,20,41,59,0,0,0
10007795,University of Leeds,750,B,14,Civil and Construction Engineering, ,,,Overall,44.65,21,64,13,2,0
10007795,University of Leeds,750,B,15,General Engineering, ,,,Overall,44.8,14,69,17,0,0
10007795,University of Leeds,750,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,48.9,32,44,23,1,0
10007795,University of Leeds,750,C,19,Business and Management Studies, ,,,Overall,73.19,38,44,16,2,0
10007795,University of Leeds,750,C,20,Law, ,,,Overall,29,41,47,10,2,0
10007795,University of Leeds,750,C,21,Politics and International Studies, ,,,Overall,24,25,41,29,5,0
10007795,University of Leeds,750,C,22,Social Work and Social Policy, ,,,Overall,32.6,35,44,19,2,0
10007795,University of Leeds,750,C,25,Education, ,,,Overall,32.1,23,52,23,2,0
10007795,University of Leeds,750,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,12.5,62,32,2,4,0
10007795,University of Leeds,750,D,28,Modern Languages and Linguistics, ,,,Overall,63.1,31,38,22,9,0
10007795,University of Leeds,750,D,29,English Language and Literature, ,,,Overall,31.1,41,41,14,4,0
10007795,University of Leeds,750,D,30,History, ,,,Overall,29.7,39,46,14,1,0
10007795,University of Leeds,750,D,31,Classics, ,,,Overall,6,14,60,26,0,0
10007795,University of Leeds,750,D,32,Philosophy, ,,,Overall,25,34,45,20,1,0
10007795,University of Leeds,750,D,33,Theology and Religious Studies, ,,,Overall,10.8,33,49,18,0,0
10007795,University of Leeds,750,D,34,"Art and Design: History, Practice and Theory",A,Art,,Overall,15.6,34,48,17,1,0
10007795,University of Leeds,750,D,34,"Art and Design: History, Practice and Theory",B,Design,,Overall,21.05,34,36,25,5,0
10007795,University of Leeds,750,D,35,"Music, Drama, Dance and Performing Arts",A,Music,,Overall,14.9,43,40,16,1,0
10007795,University of Leeds,750,D,35,"Music, Drama, Dance and Performing Arts",B,Performance and the Cultural industries,,Overall,14,22,48,27,3,0
10007795,University of Leeds,750,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,24.8,48,34,14,4,0
10003861,Leeds Beckett University,770,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,22.6,1,19,39,37,4
10003861,Leeds Beckett University,770,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,12,2,38,40,20,0
10003861,Leeds Beckett University,770,B,11,Computer Science and Informatics, ,,,Overall,9,0,4,44,52,0
10003861,Leeds Beckett University,770,C,16,"Architecture, Built Environment and Planning", ,,,Overall,18.1,15,22,42,20,1
10003861,Leeds Beckett University,770,C,19,Business and Management Studies, ,,,Overall,17.4,1,20,53,22,4
10003861,Leeds Beckett University,770,C,22,Social Work and Social Policy, ,,,Overall,13.29,5,24,36,29,6
10003861,Leeds Beckett University,770,C,25,Education, ,,,Overall,11.61,4,26,51,18,1
10003861,Leeds Beckett University,770,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,48.6,21,38,35,4,2
10003861,Leeds Beckett University,770,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,7.89,3,7,42,45,3
10003861,Leeds Beckett University,770,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,11.2,2,11,29,42,16
10003861,Leeds Beckett University,770,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,29.75,6,32,50,10,2
10003863,Leeds Trinity University,790,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,3,0,14,59,20,7
10003863,Leeds Trinity University,790,D,29,English Language and Literature, ,,,Overall,5.5,7,6,64,22,1
10003863,Leeds Trinity University,790,D,30,History, ,,,Overall,4,0,31,62,7,0
10003863,Leeds Trinity University,790,D,33,Theology and Religious Studies, ,,,Overall,3.5,0,34,32,33,1
10003863,Leeds Trinity University,790,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,4.1,13,26,31,9,21
10007796,University of Leicester,800,A,1,Clinical Medicine, ,,,Overall,72.1,27,54,16,1,2
10007796,University of Leicester,800,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,24.2,36,48,12,2,2
10007796,University of Leicester,800,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,34.4,22,63,14,1,0
10007796,University of Leicester,800,A,5,Biological Sciences, ,,,Overall,37.4,30,58,11,0,1
10007796,University of Leicester,800,B,7,Earth Systems and Environmental Sciences, ,,,Overall,21.8,16,75,8,1,0
10007796,University of Leicester,800,B,8,Chemistry, ,,,Overall,21.4,12,70,18,0,0
10007796,University of Leicester,800,B,9,Physics, ,,,Overall,49.33,21,60,18,1,0
10007796,University of Leicester,800,B,10,Mathematical Sciences, ,,,Overall,23.6,6,57,37,0,0
10007796,University of Leicester,800,B,11,Computer Science and Informatics, ,,,Overall,20,15,50,30,5,0
