Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE Category A staff submitted,4*,3*,2*,1*,unclassified
10007802,University of Reading,1510,D,34,"Art and Design: History, Practice and Theory",A,Art,,Overall,11.4,19,50,27,4,0
10007802,University of Reading,1510,D,34,"Art and Design: History, Practice and Theory",B,Typography & Graphic communication,,Overall,8.2,56,39,5,0,0
10007802,University of Reading,1510,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,10,18,61,18,3,0
10007776,Roehampton University,1520,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,10,14,57,29,0,0
10007776,Roehampton University,1520,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,14.4,17,48,32,3,0
10007776,Roehampton University,1520,C,19,Business and Management Studies, ,,,Overall,4.8,0,39,45,16,0
10007776,Roehampton University,1520,C,23,Sociology, ,,,Overall,11.45,23,29,40,7,1
10007776,Roehampton University,1520,C,24,Anthropology and Development Studies, ,,,Overall,11,11,50,33,5,1
10007776,Roehampton University,1520,C,25,Education, ,,,Overall,14.2,20,51,26,3,0
10007776,Roehampton University,1520,D,28,Modern Languages and Linguistics, ,,,Overall,10.2,17,45,31,7,0
10007776,Roehampton University,1520,D,29,English Language and Literature, ,,,Overall,14.9,22,51,24,3,0
10007776,Roehampton University,1520,D,30,History, ,,,Overall,14,14,45,38,3,0
10007776,Roehampton University,1520,D,33,Theology and Religious Studies, ,,,Overall,6.8,16,27,45,12,0
10007776,Roehampton University,1520,D,35,"Music, Drama, Dance and Performing Arts",A,Dance,,Overall,11.8,62,32,5,1,0
10007776,Roehampton University,1520,D,35,"Music, Drama, Dance and Performing Arts",B,Drama Theatre and Performance,,Overall,11.5,24,57,18,1,0
10007776,Roehampton University,1520,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,14,29,32,27,12,0
10005523,Rose Bruford College,1530,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,5.9,7,42,30,15,6
10007835,Royal Academy of Music,1540,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,13.9,21,40,34,3,2
10005545,Royal Agricultural University,1550,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,12,3,4,39,38,16
10007816,Royal Central School of Speech and Drama,1560,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,21.25,39,31,25,4,1
10007777,Royal College of Art,1565,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,59.55,37,40,17,6,0
10007778,Royal College of Music,1570,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,14.4,34,39,22,4,1
10005553,"Royal Holloway, University of London",1580,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,23.25,51,42,7,0,0
10005553,"Royal Holloway, University of London",1580,A,5,Biological Sciences, ,,,Overall,24,15,61,22,2,0
10005553,"Royal Holloway, University of London",1580,B,7,Earth Systems and Environmental Sciences, ,,,Overall,24.95,26,68,6,0,0
10005553,"Royal Holloway, University of London",1580,B,9,Physics, ,,,Overall,24.9,14,72,14,0,0
10005553,"Royal Holloway, University of London",1580,B,10,Mathematical Sciences, ,,,Overall,14,23,68,9,0,0
10005553,"Royal Holloway, University of London",1580,B,11,Computer Science and Informatics, ,,,Overall,24.45,30,52,13,4,1
10005553,"Royal Holloway, University of London",1580,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,23.7,41,45,13,1,0
10005553,"Royal Holloway, University of London",1580,C,18,Economics and Econometrics, ,,,Overall,14.4,35,45,17,2,1
10005553,"Royal Holloway, University of London",1580,C,19,Business and Management Studies, ,,,Overall,41.85,24,50,24,2,0
10005553,"Royal Holloway, University of London",1580,C,21,Politics and International Studies, ,,,Overall,23.8,12,60,25,3,0
10005553,"Royal Holloway, University of London",1580,D,28,Modern Languages and Linguistics, ,,,Overall,24.5,34,46,19,1,0
10005553,"Royal Holloway, University of London",1580,D,29,English Language and Literature, ,,,Overall,25.7,43,34,22,1,0
10005553,"Royal Holloway, University of London",1580,D,30,History, ,,,Overall,32.3,30,42,26,1,1
10005553,"Royal Holloway, University of London",1580,D,31,Classics, ,,,Overall,9.4,12,42,40,6,0
10005553,"Royal Holloway, University of London",1580,D,35,"Music, Drama, Dance and Performing Arts",A,Drama and theatre,,Overall,15.33,38,48,13,0,1
10005553,"Royal Holloway, University of London",1580,D,35,"Music, Drama, Dance and Performing Arts",B,Music,,Overall,18.4,43,47,6,1,3
10005553,"Royal Holloway, University of London",1580,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,13.2,45,38,16,1,0
10007837,Royal Northern College of Music,1590,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,10.78,36,39,22,3,0
10007779,Royal Veterinary College,1610,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,103.49,35,44,18,3,0
10007782,"St.George's, University of London",1620,A,1,Clinical Medicine, ,,,Overall,44.1,29,37,34,0,0
10007782,"St.George's, University of London",1620,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,11.57,32,53,13,2,0
10007843,"St Mary's University, Twickenham",1630,C,25,Education, ,,,Overall,11.96,7,9,23,48,13
10007843,"St Mary's University, Twickenham",1630,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,7.1,15,20,38,27,0
10007843,"St Mary's University, Twickenham",1630,D,29,English Language and Literature, ,,,Overall,7.5,18,22,33,26,1
10007843,"St Mary's University, Twickenham",1630,D,30,History, ,,,Overall,4,12,22,46,16,4
10007843,"St Mary's University, Twickenham",1630,D,32,Philosophy, ,,,Overall,4.8,4,10,29,57,0
10007843,"St Mary's University, Twickenham",1630,D,33,Theology and Religious Studies, ,,,Overall,4.8,9,26,41,24,0
10007843,"St Mary's University, Twickenham",1630,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,4.7,11,37,36,6,10
10007156,University of Salford,1640,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,42.1,7,54,35,3,1
10007156,University of Salford,1640,A,5,Biological Sciences, ,,,Overall,24.2,5,40,50,3,2
10007156,University of Salford,1640,B,11,Computer Science and Informatics, ,,,Overall,13,1,43,45,10,1
10007156,University of Salford,1640,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,15.55,8,49,30,10,3
10007156,University of Salford,1640,C,16,"Architecture, Built Environment and Planning", ,,,Overall,48.8,16,45,32,6,1
10007156,University of Salford,1640,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,12.2,7,29,54,10,0
10007156,University of Salford,1640,C,19,Business and Management Studies, ,,,Overall,17,12,46,39,2,1
10007156,University of Salford,1640,C,22,Social Work and Social Policy, ,,,Overall,9.5,13,44,38,5,0
10007156,University of Salford,1640,D,28,Modern Languages and Linguistics, ,,,Overall,10.6,2,25,51,19,3
10007156,University of Salford,1640,D,29,English Language and Literature, ,,,Overall,11.2,13,32,45,7,3
10007156,University of Salford,1640,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,9.6,12,46,29,11,2
10007156,University of Salford,1640,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,11.8,10,30,42,14,4
10007156,University of Salford,1640,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,16.8,25,37,27,8,3
10007157,University of Sheffield,1660,A,1,Clinical Medicine, ,,,Overall,63.95,28,58,14,0,0
10007157,University of Sheffield,1660,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,74.32,38,32,24,6,0
10007157,University of Sheffield,1660,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Dentistry,,Overall,33.2,30,62,7,1,0
10007157,University of Sheffield,1660,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Biomedical science,,Overall,64.66,55,41,4,0,0
10007157,University of Sheffield,1660,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,34.45,39,42,18,1,0
10007157,University of Sheffield,1660,A,5,Biological Sciences, ,,,Overall,44.9,48,44,8,0,0
10007157,University of Sheffield,1660,B,7,Earth Systems and Environmental Sciences, ,,,Overall,23.9,19,61,19,1,0
10007157,University of Sheffield,1660,B,8,Chemistry, ,,,Overall,29.2,21,77,2,0,0
10007157,University of Sheffield,1660,B,9,Physics, ,,,Overall,30,23,67,9,1,0
10007157,University of Sheffield,1660,B,10,Mathematical Sciences, ,,,Overall,34,20,69,11,0,0
10007157,University of Sheffield,1660,B,11,Computer Science and Informatics, ,,,Overall,30.5,47,45,8,0,0
10007157,University of Sheffield,1660,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",A,Mechanical engineering and Advanced manufacturing,,Overall,44.6,22,67,11,0,0
10007157,University of Sheffield,1660,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",B,Chemical and Biological engineering,,Overall,30,18,71,10,1,0
10007157,University of Sheffield,1660,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",A,Electronic and Electrical Engineering,,Overall,34.8,25,72,3,0,0
10007157,University of Sheffield,1660,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",B,Materials Science and Engineering,,Overall,34.8,23,69,8,0,0
10007157,University of Sheffield,1660,B,14,Civil and Construction Engineering, ,,,Overall,34.8,25,70,5,0,0
10007157,University of Sheffield,1660,B,15,General Engineering, ,,,Overall,21.8,44,52,4,0,0
10007157,University of Sheffield,1660,C,16,"Architecture, Built Environment and Planning", ,,,Overall,34,48,37,14,1,0
10007157,University of Sheffield,1660,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Overall,17.6,26,46,23,5,0
10007157,University of Sheffield,1660,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Overall,24.9,25,56,18,1,0
10007157,University of Sheffield,1660,C,18,Economics and Econometrics, ,,,Overall,14.9,13,48,31,0,8
10007157,University of Sheffield,1660,C,19,Business and Management Studies, ,,,Overall,34.5,33,48,17,2,0
10007157,University of Sheffield,1660,C,20,Law, ,,,Overall,24.4,34,55,11,0,0
10007157,University of Sheffield,1660,C,21,Politics and International Studies, ,,,Overall,18,52,37,10,1,0
10007157,University of Sheffield,1660,C,22,Social Work and Social Policy, ,,,Overall,17.8,26,53,20,1,0
10007157,University of Sheffield,1660,C,25,Education, ,,,Overall,14.5,38,56,6,0,0
10007157,University of Sheffield,1660,D,27,Area Studies, ,,,Overall,14,13,54,30,3,0
10007157,University of Sheffield,1660,D,28,Modern Languages and Linguistics,A,Languages and Culture,,Overall,33.2,31,41,23,5,0
10007157,University of Sheffield,1660,D,28,Modern Languages and Linguistics,B,Linguistics,,Overall,7,28,45,27,0,0
10007157,University of Sheffield,1660,D,29,English Language and Literature, ,,,Overall,39.05,40,42,16,2,0
10007157,University of Sheffield,1660,D,30,History, ,,,Overall,27.45,45,41,13,1,0
10007157,University of Sheffield,1660,D,32,Philosophy, ,,,Overall,19.2,33,52,15,0,0
10007157,University of Sheffield,1660,D,33,Theology and Religious Studies, ,,,Overall,4,21,51,28,0,0
10007157,University of Sheffield,1660,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,12.42,48,36,14,2,0
10007157,University of Sheffield,1660,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,22.3,38,34,20,8,0
10005790,Sheffield Hallam University,1670,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,22.75,11,60,28,1,0
10005790,Sheffield Hallam University,1670,A,5,Biological Sciences, ,,,Overall,16.2,5,41,48,6,0
10005790,Sheffield Hallam University,1670,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,31.2,2,54,42,1,1
10005790,Sheffield Hallam University,1670,C,16,"Architecture, Built Environment and Planning", ,,,Overall,19.2,35,46,17,1,1
10005790,Sheffield Hallam University,1670,C,19,Business and Management Studies, ,,,Overall,6.8,6,37,40,17,0
10005790,Sheffield Hallam University,1670,C,25,Education, ,,,Overall,12.4,12,57,21,9,1
10005790,Sheffield Hallam University,1670,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,32,17,50,25,7,1
10005790,Sheffield Hallam University,1670,D,29,English Language and Literature, ,,,Overall,21.39,12,40,42,6,0
10005790,Sheffield Hallam University,1670,D,30,History, ,,,Overall,15,24,43,30,2,1
10005790,Sheffield Hallam University,1670,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,24.46,42,39,18,1,0
10005790,Sheffield Hallam University,1670,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,24.8,24,41,18,17,0
10007158,University of Southampton,1680,A,1,Clinical Medicine, ,,,Overall,143.39,25,50,21,2,2
10007158,University of Southampton,1680,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,10.5,37,50,12,1,0
10007158,University of Southampton,1680,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,34.5,53,41,6,0,0
10007158,University of Southampton,1680,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,33.2,42,38,19,1,0
10007158,University of Southampton,1680,A,5,Biological Sciences, ,,,Overall,34.8,18,64,17,1,0
10007158,University of Southampton,1680,B,7,Earth Systems and Environmental Sciences, ,,,Overall,68.62,41,52,4,1,2
10007158,University of Southampton,1680,B,8,Chemistry, ,,,Overall,44.8,29,65,6,0,0
10007158,University of Southampton,1680,B,9,Physics, ,,,Overall,34.8,31,63,6,0,0
10007158,University of Southampton,1680,B,10,Mathematical Sciences, ,,,Overall,54.8,23,64,13,0,0
10007158,University of Southampton,1680,B,11,Computer Science and Informatics, ,,,Overall,44.2,44,35,16,5,0
10007158,University of Southampton,1680,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Overall,84.25,35,60,5,0,0
10007158,University of Southampton,1680,B,15,General Engineering, ,,,Overall,192.23,33,58,8,1,0
10007158,University of Southampton,1680,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Overall,20.9,29,44,26,1,0
10007158,University of Southampton,1680,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Overall,32,32,50,17,1,0
10007158,University of Southampton,1680,C,18,Economics and Econometrics, ,,,Overall,21.8,16,42,39,2,1
10007158,University of Southampton,1680,C,19,Business and Management Studies, ,,,Overall,34.4,21,54,20,4,1
10007158,University of Southampton,1680,C,20,Law, ,,,Overall,22.5,16,44,38,2,0
10007158,University of Southampton,1680,C,21,Politics and International Studies, ,,,Overall,13.54,28,47,22,2,1
10007158,University of Southampton,1680,C,22,Social Work and Social Policy, ,,,Overall,41,41,43,14,2,0
10007158,University of Southampton,1680,C,25,Education, ,,,Overall,22,31,47,21,1,0
10007158,University of Southampton,1680,D,28,Modern Languages and Linguistics, ,,,Overall,24.5,39,45,16,0,0
10007158,University of Southampton,1680,D,29,English Language and Literature, ,,,Overall,24.8,41,35,20,4,0
10007158,University of Southampton,1680,D,30,History, ,,,Overall,30.7,43,44,13,0,0
10007158,University of Southampton,1680,D,32,Philosophy, ,,,Overall,12,17,52,31,0,0
10007158,University of Southampton,1680,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,10.2,25,50,22,3,0
10007158,University of Southampton,1680,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,22.53,68,22,7,3,0
10006022,Southampton Solent University,1690,B,15,General Engineering, ,,,Overall,8.5,0,16,30,33,21
10006022,Southampton Solent University,1690,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,6,0,10,34,40,16
10006022,Southampton Solent University,1690,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,15.85,3,19,42,26,10
10006022,Southampton Solent University,1690,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,5.2,5,24,34,18,19
10006299,Staffordshire University,1700,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,13.8,10,26,50,11,3
10006299,Staffordshire University,1700,B,11,Computer Science and Informatics, ,,,Overall,7.8,0,8,58,34,0
10006299,Staffordshire University,1700,B,15,General Engineering, ,,,Overall,8.4,2,39,42,17,0
10006299,Staffordshire University,1700,C,19,Business and Management Studies, ,,,Overall,7.3,2,43,41,14,0
10006299,Staffordshire University,1700,C,25,Education, ,,,Overall,6.75,16,30,30,24,0
10006299,Staffordshire University,1700,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,13.4,13,51,33,3,0
10006299,Staffordshire University,1700,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,9.9,0,22,46,30,2
10006299,Staffordshire University,1700,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,13.5,5,21,31,41,2
10007159,University of Sunderland,1720,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,24.6,7,44,45,4,0
10007159,University of Sunderland,1720,B,11,Computer Science and Informatics, ,,,Overall,13,0,14,42,44,0
